,Date,Time,TxnCode,OfficeID,Country,Origin,Destination,RoundTrip,NbSegments,Seg1Departure,Seg1Arrival,Seg1Date,Seg1Carrier,Seg1BookingCode,Seg2Departure,Seg2Arrival,Seg2Date,Seg2Carrier,Seg2BookingCode,Seg3Departure,Seg3Arrival,Seg3Date,Seg3Carrier,Seg3BookingCode,Seg4Departure,Seg4Arrival,Seg4Date,Seg4Carrier,Seg4BookingCode,Seg5Departure,Seg5Arrival,Seg5Date,Seg5Carrier,Seg5BookingCode,Seg6Departure,Seg6Arrival,Seg6Date,Seg6Carrier,Seg6BookingCode,From,IsPublishedForNeg,IsFromInternet,IsFromVista,TerminalID,InternetOffice,booked
161777,2013-06-11,06:40:26,MPT,30dee8915b8c91a60922ae47d70b31be,DE,STR,LED,1.0,2.0,STR,LED,2013-06-17,,,LED,STR,2013-06-21,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LEJ,1.0
161800,2013-06-11,04:32:12,FQD,81e79b0330322f609bb001eb10846cc5,HK,HKG,TPE,1.0,2.0,HKG,TPE,2013-07-08,,,TPE,HKG,2013-07-08,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HKG,1.0
161826,2013-06-11,20:13:55,FFP,b4b850fea22f3dea182c7e5adc42eee2,SE,GOT,MIA,1.0,2.0,GOT,MIA,2014-01-30,7V,,MIA,GOT,2014-02-14,7V,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,STO,1.0
161832,2013-06-11,20:40:03,MPT,f23f647374fe00a06480edfef3d98a80,US,WLG,SYD,0.0,1.0,WLG,SYD,2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,ATL,1.0
161854,2013-06-11,12:15:12,MPT,0ee40bf75a74b61a42f0bc473d93e0a4,CA,YYZ,HYD,1.0,2.0,YYZ,HYD,2013-06-26,,,HYD,YYZ,2013-07-06,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,YTO,1.0
161860,2013-06-11,12:33:52,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,DTW,LGA,1.0,2.0,DTW,LGA,2013-07-26,,,LGA,DTW,2013-07-29,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAS,1.0
161887,2013-06-11,08:26:01,FXB,15b05d2b86d129bd46bdd83672d24f34,ZA,JNB,LUN,1.0,2.0,JNB,LUN,2013-07-01,DK,C,LUN,JNB,2013-07-05,DK,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,57c3cb763b4defd9ce1f62757b83c763,JNB,1.0
161893,2013-06-11,06:05:00,FXP,6ec95b5d47a8864fb45dd8c2265b4462,AU,BNE,SYD,1.0,2.0,BNE,SYD,2013-06-14,BP,Q,SYD,BNE,2013-06-14,BP,V,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,4767a91499696e4464693955d09aee96,SYD,1.0
161902,2013-06-11,02:07:30,CAL,443dfbf30657884db2be424f02104696,PH,MNL,CPH,1.0,2.0,MNL,CPH,2013-08-23,7U,,CPH,MNL,2013-08-30,7U,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MNL,1.0
161910,2013-06-11,17:18:57,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,TUU,0.0,1.0,RUH,TUU,2013-06-13,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
161924,2013-06-11,00:24:50,MPT,a346d83fed980ff1361f25f3c6566fce,ES,MAD,LPA,1.0,2.0,MAD,LPA,2013-09-18,,,LPA,MAD,2013-09-24,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
161953,2013-06-11,09:02:30,MPT,d1b80a3dca253a3816073469f2cfe6be,GB,EDI,LHR,1.0,2.0,EDI,LHR,2013-08-14,,,LHR,EDI,2013-08-16,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
161956,2013-06-11,10:08:11,FXX,1722290df1e162d326280c5d4a82657b,CO,CLO,BOG,1.0,2.0,CLO,BOG,2013-06-24,KG,C,BOG,CLO,2013-07-01,KG,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,a504c881c29025d86087a9ea66e5eb95,BOG,1.0
161963,2013-06-11,07:41:43,MPT,d1b80a3dca253a3816073469f2cfe6be,GB,LHR,BKK,1.0,2.0,LHR,BKK,2013-12-20,,,BKK,LHR,2014-01-12,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
161986,2013-06-11,02:03:11,MPT,4337f2104b2ff5bf8ec437c68c5ed20e,NZ,AKL,LHR,0.0,1.0,AKL,LHR,2013-12-28,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CHC,1.0
162005,2013-06-12,12:58:06,MPT,624d8c3ac0b3a7ca03e3c167e0f48327,DE,FRA,BKK,1.0,2.0,FRA,BKK,2014-01-01,D2,,BKK,FRA,2014-01-22,D2,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
162067,2013-06-12,15:11:47,MTP,236cbf458f79dbb9d5e9c9430438c3db,US,AKL,SYD,1.0,2.0,AKL,SYD,2013-08-30,,,SYD,AKL,2013-09-09,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
162101,2013-06-12,12:16:44,FXP,8d2a1e767a6c0231e998716660848886,CA,EWR,YYZ,0.0,2.0,EWR,YYZ,2013-11-12,KM,J,YYZ,YYT,2013-11-12,KM,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,YYZ,1.0
162144,2013-06-12,02:00:41,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-06-15,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
162172,2013-06-12,05:57:55,MPT,eee76fcf858b70383b482882bcb36880,GB,LHR,NBO,1.0,2.0,LHR,NBO,2013-07-20,,,NBO,LHR,2013-08-11,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
162195,2013-06-12,02:30:48,MPT,440642a9bdaeb6287f826cefd73255e8,US,GMP,PEK,0.0,1.0,GMP,PEK,2013-11-16,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
162198,2013-06-12,19:18:42,MPT,c4be31bc5f7cfaf0ac79f5e07f941f95,NO,TOS,BGO,1.0,2.0,TOS,BGO,2013-06-17,,,BGO,TOS,2013-06-29,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,OSL,1.0
162240,2013-06-12,19:50:24,MPT,30dee8915b8c91a60922ae47d70b31be,DE,ORY,OUD,1.0,2.0,ORY,OUD,2013-08-10,,,OUD,ORY,2013-09-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LEJ,1.0
162246,2013-06-12,11:11:33,MPT,1aed5e3e24c27e27a9863fa275517643,US,IAD,ZAG,0.0,1.0,IAD,ZAG,2013-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAX,1.0
162268,2013-06-12,22:45:30,MPT,1a5d76accb430232b162739ba7d1379d,DK,CPH,BKK,1.0,2.0,CPH,BKK,2013-08-17,JJ,,BKK,CPH,2013-09-05,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CPH,1.0
162294,2013-06-12,17:16:57,MTP,236cbf458f79dbb9d5e9c9430438c3db,US,ICN,LAX,1.0,2.0,ICN,LAX,2013-07-23,,,LAX,ICN,2013-08-06,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
162360,2013-06-12,10:04:54,FXX,a0dbf1d84d5945cfa99311c9e74ce94d,DE,HAM,MUC,1.0,2.0,HAM,MUC,2013-07-04,KL,Y,MUC,HAM,2013-07-05,KL,Y,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,ee1e654a12cbe87c291ef138f7ef4161,HAJ,1.0
162388,2013-06-12,15:50:08,MPT,38a3abb0a28e3f00fa79a11f552a5052,FR,DUB,NCE,0.0,1.0,DUB,NCE,2013-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PAR,1.0
162425,2013-06-12,15:08:44,MTP,e08742a93e1d3d9e679723625a3484fc,DE,HAM,MUC,0.0,1.0,HAM,MUC,2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
162428,2013-06-12,00:17:22,FXX,1722290df1e162d326280c5d4a82657b,CO,CLO,BOG,1.0,3.0,CLO,BOG,2013-09-07,KG,C,BOG,BAQ,2013-09-07,KG,C,BAQ,CLO,2013-09-10,KG,C,,,,,,,,,,,,,,,,1ASI,0,0,0,8f7e5cd4d35d30383ef117e31ab35537,BOG,1.0
162445,2013-06-12,15:38:22,MPT,3906b8b8cd8addf5042d07560bc7094d,IN,SXR,DEL,0.0,1.0,SXR,DEL,2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BOM,1.0
162451,2013-06-12,16:14:08,FXP,fc219a863cd8da4b2ebf27939dfc8ccf,ZA,JNB,LHR,1.0,2.0,JNB,LHR,2013-06-29,LK,F,LHR,JNB,2013-07-06,LK,F,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,1580d055f86167b2e2a4f4eefca5558a,CPT,1.0
162457,2013-06-12,04:12:17,MPT,3561a60621de06ab1badc8ca55699ef3,US,DEL,LAX,1.0,2.0,DEL,LAX,2013-07-17,,,LAX,DEL,2013-08-03,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
162563,2013-06-12,06:29:45,MPT,844948d6539c991b1cb4bb54ebe1a33f,NZ,AKL,SYD,0.0,1.0,AKL,SYD,2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,AKL,1.0
162575,2013-06-12,20:21:48,MPT,3ec4f90fc075686deda132ad25b8fcfd,GB,MAN,LAS,1.0,2.0,MAN,LAS,2013-09-12,,,LAS,MAN,2013-09-16,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
162579,2013-06-12,09:50:58,FXX,8680da5034884458b374db139631613e,BE,MAD,BRU,0.0,1.0,MAD,BRU,2013-07-03,SL,J,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,88a3f8f37bfc1e71e7cc0aabac4f7072,BRU,1.0
162649,2013-06-12,21:40:57,MPT,e15fd59d60ed51d150529f5e8c2e7934,ES,BCN,BKK,1.0,2.0,BCN,BKK,2013-07-17,BC,,BKK,BCN,2013-07-29,BC,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BCN,1.0
162666,2013-06-12,11:46:15,MPT,61880d6e0141d7ec9659ef77e29aab01,DK,CPH,BKK,1.0,2.0,CPH,BKK,2014-04-07,,,BKK,CPH,2014-04-27,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CPH,1.0
162707,2013-06-12,10:27:27,MPT,50c54b52322080d2c257390f714f91bd,ES,MAD,LPA,0.0,1.0,MAD,LPA,2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
162766,2013-06-12,19:20:01,FXP,cae57f21028cd06205e4b0fd930e3813,BR,GIG,EZE,1.0,2.0,GIG,EZE,2013-06-13,OU,F,EZE,GIG,2013-06-16,OU,F,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,bccceeb07d1b28281118eb6aa0faf5c1,RIO,1.0
162799,2013-06-12,01:03:40,AWC,739433d0c9ea99559a03f40d78d12d0e,BR,GRU,MCO,0.0,1.0,GRU,MCO,2014-01-16,TT,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SAO,1.0
162808,2013-06-12,11:58:37,MPT,d327ca6e35cc6732d4709828327ac7c1,DK,CPH,BCN,1.0,2.0,CPH,BCN,2013-09-07,,,BCN,CPH,2013-09-14,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CPH,1.0
162852,2013-06-12,17:18:44,MPT,f60e2ae7a4338f72f4b7c36b30a527ec,SE,KBP,MXP,1.0,2.0,KBP,MXP,2013-08-03,,,MXP,KBP,2013-08-11,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,STO,1.0
162900,2013-06-12,22:09:23,MPT,440642a9bdaeb6287f826cefd73255e8,US,JFK,BCN,1.0,2.0,JFK,BCN,2013-06-12,FK,,BCN,JFK,2013-06-19,FK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
162916,2013-06-12,19:26:21,MPT,440642a9bdaeb6287f826cefd73255e8,US,LAX,SYD,1.0,2.0,LAX,SYD,2014-01-21,BP,,SYD,LAX,2014-02-26,BP,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
162954,2013-06-12,16:00:27,MPT,715773658985f59706880801440e0678,FI,DXB,SIN,1.0,2.0,DXB,SIN,2013-07-26,,,SIN,DXB,2013-08-18,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HEL,1.0
162989,2013-06-12,07:24:10,MPT,3ac5426dd4f6bb8de28349c7b77e1ee4,IT,BCN,SDR,0.0,1.0,BCN,SDR,2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MIL,1.0
163092,2013-06-13,21:10:55,FXB,3cf98d1aa0ef6423b2c5073d9fb49135,BR,GRU,EZE,1.0,2.0,GRU,EZE,2013-09-12,TT,C,EZE,GRU,2013-09-17,TT,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,75a383c70704bf9a7d687a498bc8ad80,SAO,1.0
163112,2013-06-13,16:43:56,MPT,094e5ecca99b7171f31b7ca5064c839d,CA,LYS,BUD,1.0,2.0,LYS,BUD,2013-09-05,KM,,BUD,LYS,2013-09-08,KM,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,YTO,1.0
163133,2013-06-13,07:54:14,CTB,0028c46214bc260eb3011510a898cd42,ES,MAD,MUC,1.0,2.0,MAD,MUC,2014-05-15,SL,,MUC,MAD,2014-06-28,SL,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
163209,2013-06-13,03:10:38,FXP,439c0bb10ec8b58c68da567c40399a05,NO,OSL,ARN,1.0,2.0,OSL,ARN,2013-08-23,DU,L,ARN,OSL,2013-08-25,DU,W,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,OSL,1.0
163221,2013-06-13,10:08:47,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,AHB,0.0,1.0,RUH,AHB,2013-06-24,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163241,2013-06-13,10:54:25,MPT,a346d83fed980ff1361f25f3c6566fce,ES,BCN,RIX,1.0,2.0,BCN,RIX,2013-10-04,,,RIX,BCN,2013-10-06,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
163267,2013-06-13,15:48:17,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-06-16,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163268,2013-06-13,05:22:45,FFP,6ec95b5d47a8864fb45dd8c2265b4462,AU,MEL,JFK,1.0,2.0,MEL,JFK,2013-07-19,,,JFK,MEL,2013-08-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
163288,2013-06-13,18:08:22,FXR,8b4fa4e121637f583bfa86ef0fa26c9e,US,LAX,SFO,1.0,3.0,LAX,SFO,2013-06-20,GI,J,SFO,SEA,2013-06-20,GI,J,SEA,LAX,2013-06-27,GI,J,,,,,,,,,,,,,,,,1ASI,0,0,0,075bd62cfb6a6857617515bf0c981e2d,LAS,1.0
163336,2013-06-13,17:39:55,CAL,314d2613218289efc5aec20eef9619f4,GB,MAN,LHE,1.0,2.0,MAN,LHE,2013-10-03,JJ,,LHE,MAN,2013-10-31,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
163341,2013-06-13,15:58:04,MPC,440642a9bdaeb6287f826cefd73255e8,US,LHR,JFK,1.0,2.0,LHR,JFK,2013-06-20,NV,,JFK,LHR,2013-07-20,NV,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
163374,2013-06-13,03:25:22,FXA,7fa90be582577257ca6271d9ecb55b7c,TH,BNE,BKK,0.0,1.0,BNE,BKK,2013-06-25,EQ,C,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,58d5b7aabffadfedd04ce7764d7d5618,BKK,1.0
163416,2013-06-13,09:09:30,MTP,8573c13ce0dbbf54483cfa72acbadfd3,FR,ORY,DJE,1.0,2.0,ORY,DJE,2013-06-25,,,DJE,ORY,2013-08-25,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PAR,1.0
163440,2013-06-13,20:15:44,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-06-16,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163500,2013-06-13,14:35:44,SPR,55888a92d581b93d9d1d82c9e1b26e8c,FR,BOD,ORY,1.0,2.0,BOD,ORY,2013-06-25,,,ORY,BOD,2013-06-28,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,08d9c5493b01136429cf56266ceff6c4,LIL,1.0
163507,2013-06-13,09:10:13,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,AHB,0.0,1.0,RUH,AHB,2013-06-18,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163512,2013-06-13,18:33:11,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,PHL,ORD,1.0,2.0,PHL,ORD,2013-08-29,,,ORD,PHL,2013-09-03,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAS,1.0
163515,2013-06-13,12:38:11,FXX,a566daca83f39a6a0b585a8d8f83bad6,IL,TLV,AMS,1.0,2.0,TLV,AMS,2013-06-20,UV,J,AMS,TLV,2013-06-21,UV,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,29cf79163714bbdb74874f533c51a1b7,TLV,1.0
163521,2013-06-13,20:33:25,MPT,abad92d5dd1f2cea8748bb2013a92ccb,GB,PTY,LIM,0.0,1.0,PTY,LIM,2013-06-27,FK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
163522,2013-06-13,21:16:31,MPT,9a402aec1fd90e239d2ca591557b5484,IL,TLV,BOS,1.0,2.0,TLV,BOS,2013-09-18,,,BOS,TLV,2013-09-26,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HFA,1.0
163568,2013-06-13,07:18:54,MPT,1ed068ab5b926a8398c435c0ad2f5cb5,DK,LAX,CPH,1.0,2.0,LAX,CPH,2013-06-29,DF,,CPH,LAX,2013-07-08,DF,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CPH,1.0
163606,2013-06-13,11:21:08,MTP,e08742a93e1d3d9e679723625a3484fc,DE,FRA,TXL,1.0,2.0,FRA,TXL,2013-07-25,,,TXL,FRA,2013-07-25,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
163646,2013-06-13,08:25:05,MPT,bb987c07ddab11ce0667eeaef6ef0901,US,BOS,AUA,1.0,2.0,BOS,AUA,2013-10-14,,,AUA,BOS,2013-10-21,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,DCA,1.0
163660,2013-06-13,08:12:14,MPT,24d1340da6ab0e0d0fe892bb219e98ec,AR,EZE,MIA,1.0,2.0,EZE,MIA,2013-07-03,,,MIA,EZE,2013-07-10,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BUE,1.0
163667,2013-06-13,23:21:29,MPT,5e01f88b7725643758e64877c772200c,AU,MEL,DXB,1.0,2.0,MEL,DXB,2013-12-04,,,DXB,MEL,2013-12-18,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
163677,2013-06-13,09:00:05,FXA,be00295076af5aa39c27a0af17b58b26,DE,FRA,EWR,1.0,3.0,FRA,EWR,2013-12-04,FK,F,EWR,CDG,2013-12-05,FK,J,CDG,FRA,2013-12-06,FK,J,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CGN,1.0
163680,2013-06-13,10:24:14,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,KRT,0.0,1.0,RUH,KRT,2013-07-06,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163693,2013-06-13,15:33:40,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-06-19,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163704,2013-06-13,09:08:46,FXA,3736d7d0641ae4fa805978c2e84b5695,DE,FRA,TXL,0.0,1.0,FRA,TXL,2013-06-18,VR,J,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,362b29588d14ebdfb6df05416a43b332,FRA,1.0
163724,2013-06-13,14:14:35,FXX,b9f2d0d0eef6956b7d45b91ce87bb1b6,DE,MUC,DUS,1.0,2.0,MUC,DUS,2013-06-17,VR,J,DUS,MUC,2013-06-18,VR,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,1b0ca0c37f22828eedac400e44d33e04,MUC,1.0
163745,2013-06-13,07:51:57,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,CGK,SIN,1.0,2.0,CGK,SIN,2013-06-21,,,SIN,CGK,2013-06-23,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAS,1.0
163783,2013-06-13,18:16:53,CAL,7da60d9e60a322d3fff7e00cb62baa53,BR,GRU,EZE,0.0,1.0,GRU,EZE,2013-07-23,TT,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SAO,1.0
163818,2013-06-13,13:53:36,FXA,d35ec5d9b390633d0baed64dfbfa4e4f,DE,STR,ICN,1.0,6.0,STR,MUC,2013-06-25,VR,J,MUC,FRA,2013-06-25,VR,J,FRA,ICN,2013-06-25,VR,F,ICN,MUC,2013-07-03,VR,F,MUC,VIE,2013-07-03,VR,J,VIE,STR,2013-07-03,VR,J,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MUC,1.0
163865,2013-06-13,14:52:42,FXR,a59300111b4df26de2120a4314663b40,SA,RUH,DXB,1.0,2.0,RUH,DXB,2013-06-17,PK,Y,DXB,RUH,2013-06-20,PK,Y,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,c129a42aa1119523520b682a988e8df8,RUH,1.0
163875,2013-06-13,18:28:41,MPT,624d8c3ac0b3a7ca03e3c167e0f48327,DE,HAM,STR,1.0,2.0,HAM,STR,2013-06-20,YD,,STR,HAM,2013-06-23,YD,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
163878,2013-06-13,12:07:21,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-06-14,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163879,2013-06-13,04:59:38,MPT,9fa3c5f8c103001aab5022bb8c463dcb,AU,PER,SYD,1.0,2.0,PER,SYD,2013-08-06,,,SYD,PER,2013-08-08,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
163895,2013-06-13,12:23:15,FXR,0e1c6a1aa5bec730ab3d34abf71339b6,IL,TLV,BKK,1.0,2.0,TLV,BKK,2013-06-19,VJ,C,BKK,TLV,2013-07-14,VJ,F,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,49f6ab245d6b955f7d360b7d0db8ebb1,TLV,1.0
163902,2013-06-13,02:26:25,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-06-16,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
163914,2013-06-13,15:36:21,MPT,50c54b52322080d2c257390f714f91bd,ES,BCN,PMI,0.0,1.0,BCN,PMI,2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
